game_id,season,week,gameday,away_team,home_team,away_ol_grade,home_ol_grade,away_dl_grade,home_dl_grade,pressure_edge_away,pressure_edge_home,net_pressure_advantage,spread_line,total_line,away_score,home_score,actual_spread,point_differential,spread_result,total_result
2022_09_TEN_KC,2022,9,2022-11-06,TEN,KC,52.4,73.6,71.8,75.3,-1.7999999999999972,22.9,24.699999999999996,14.0,45.0,17.0,20.0,3.0,3.0,AWAY_COVER,UNDER
2022_10_ATL_CAR,2022,10,2022-11-10,ATL,CAR,73.2,72.8,54.1,68.2,-18.699999999999996,-5.0,13.699999999999996,-2.5,41.5,15.0,25.0,10.0,10.0,HOME_COVER,UNDER
2022_10_SEA_TB,2022,10,2022-11-13,SEA,TB,64.2,75.0,65.1,64.3,-9.900000000000006,0.09999999999999432,10.0,2.5,45.0,16.0,21.0,5.0,5.0,HOME_COVER,UNDER
2022_10_MIN_BUF,2022,10,2022-11-13,MIN,BUF,66.6,64.1,75.2,78.8,11.100000000000009,12.200000000000003,1.0999999999999943,6.5,47.0,33.0,30.0,-3.0,-3.0,AWAY_COVER,OVER
2022_10_DET_CHI,2022,10,2022-11-13,DET,CHI,63.4,68.2,71.2,52.2,3.0,-11.199999999999996,-14.199999999999996,3.0,48.5,31.0,30.0,-1.0,-1.0,AWAY_COVER,OVER
2022_10_JAX_KC,2022,10,2022-11-13,JAX,KC,72.8,73.6,76.5,75.3,2.9000000000000057,2.5,-0.4000000000000057,10.0,51.5,17.0,27.0,10.0,10.0,AWAY_COVER,UNDER
2022_10_NO_PIT,2022,10,2022-11-13,NO,PIT,61.7,69.5,67.0,67.6,-2.5,5.8999999999999915,8.399999999999991,1.0,39.5,10.0,20.0,10.0,10.0,HOME_COVER,UNDER
2022_10_DEN_TEN,2022,10,2022-11-13,DEN,TEN,66.9,52.4,66.4,71.8,14.000000000000007,4.8999999999999915,-9.100000000000016,2.5,40.0,10.0,17.0,7.0,7.0,HOME_COVER,UNDER
2022_10_IND_LV,2022,10,2022-11-13,IND,LV,62.9,73.0,62.5,69.4,-10.5,6.500000000000007,17.000000000000007,4.5,41.0,25.0,20.0,-5.0,-5.0,AWAY_COVER,OVER
2022_10_DAL_GB,2022,10,2022-11-13,DAL,GB,69.6,77.6,84.5,71.5,6.900000000000006,1.9000000000000057,-5.0,-3.5,44.5,28.0,31.0,3.0,3.0,HOME_COVER,OVER
2022_10_LAC_SF,2022,10,2022-11-13,LAC,SF,67.0,74.4,68.2,76.4,-6.200000000000003,9.400000000000006,15.600000000000009,8.5,45.5,16.0,22.0,6.0,6.0,AWAY_COVER,UNDER
2022_10_WAS_PHI,2022,10,2022-11-14,WAS,PHI,61.7,84.9,71.9,90.1,-13.0,28.39999999999999,41.39999999999999,11.0,43.0,32.0,21.0,-11.0,-11.0,AWAY_COVER,OVER
2022_11_TEN_GB,2022,11,2022-11-17,TEN,GB,52.4,77.6,71.8,71.5,-5.799999999999997,19.1,24.9,3.0,40.5,27.0,17.0,-10.0,-10.0,AWAY_COVER,OVER
2022_11_CHI_ATL,2022,11,2022-11-20,CHI,ATL,68.2,73.2,52.2,54.1,-21.0,-14.100000000000001,6.899999999999999,3.0,48.5,24.0,27.0,3.0,3.0,AWAY_COVER,OVER
2022_11_PHI_IND,2022,11,2022-11-20,PHI,IND,84.9,62.9,90.1,62.5,27.199999999999996,-22.400000000000006,-49.6,-6.5,45.5,17.0,16.0,-1.0,-1.0,HOME_COVER,UNDER
2022_11_NYJ_NE,2022,11,2022-11-20,NYJ,NE,59.2,72.5,81.6,73.5,9.099999999999994,14.299999999999997,5.200000000000003,3.5,38.5,3.0,10.0,7.0,7.0,HOME_COVER,UNDER
2022_11_LA_NO,2022,11,2022-11-20,LA,NO,62.0,61.7,67.1,67.0,5.3999999999999915,5.0,-0.3999999999999915,2.5,39.5,20.0,27.0,7.0,7.0,HOME_COVER,OVER
2022_11_DET_NYG,2022,11,2022-11-20,DET,NYG,63.4,62.0,71.2,68.8,9.200000000000003,5.399999999999999,-3.8000000000000043,3.0,44.0,31.0,18.0,-13.0,-13.0,AWAY_COVER,OVER
2022_11_LV_DEN,2022,11,2022-11-20,LV,DEN,73.0,66.9,69.4,66.4,2.5,-6.599999999999994,-9.099999999999994,2.5,41.5,22.0,16.0,-6.0,-6.0,AWAY_COVER,UNDER
2022_11_DAL_MIN,2022,11,2022-11-20,DAL,MIN,69.6,66.6,84.5,75.2,17.900000000000006,5.6000000000000085,-12.299999999999997,-1.5,48.5,40.0,3.0,-37.0,-37.0,AWAY_COVER,UNDER
2022_11_CIN_PIT,2022,11,2022-11-20,CIN,PIT,56.1,69.5,70.8,67.6,1.2999999999999972,11.499999999999993,10.199999999999996,-3.5,39.0,37.0,30.0,-7.0,-7.0,AWAY_COVER,OVER
2022_11_KC_LAC,2022,11,2022-11-20,KC,LAC,73.6,67.0,75.3,68.2,8.299999999999997,-5.3999999999999915,-13.699999999999989,-5.5,52.5,30.0,27.0,-3.0,-3.0,HOME_COVER,OVER
2022_12_BUF_DET,2022,12,2022-11-24,BUF,DET,64.1,63.4,78.8,71.2,15.399999999999999,7.1000000000000085,-8.29999999999999,-10.0,54.0,28.0,25.0,-3.0,-3.0,HOME_COVER,UNDER
2022_12_NYG_DAL,2022,12,2022-11-24,NYG,DAL,62.0,69.6,68.8,84.5,-0.7999999999999972,22.5,23.299999999999997,10.5,45.5,20.0,28.0,8.0,8.0,AWAY_COVER,OVER
2022_12_NE_MIN,2022,12,2022-11-24,NE,MIN,72.5,66.6,73.5,75.2,6.900000000000006,2.700000000000003,-4.200000000000003,2.5,42.5,26.0,33.0,7.0,7.0,HOME_COVER,OVER
2022_12_DEN_CAR,2022,12,2022-11-27,DEN,CAR,66.9,72.8,66.4,68.2,-6.3999999999999915,1.2999999999999972,7.699999999999989,-1.0,36.5,10.0,23.0,13.0,13.0,HOME_COVER,UNDER
2022_12_CHI_NYJ,2022,12,2022-11-27,CHI,NYJ,68.2,59.2,52.2,81.6,-7.0,13.399999999999991,20.39999999999999,8.5,36.5,10.0,31.0,21.0,21.0,HOME_COVER,OVER
2022_12_CIN_TEN,2022,12,2022-11-27,CIN,TEN,56.1,52.4,70.8,71.8,18.4,15.699999999999996,-2.700000000000003,-1.0,43.0,20.0,16.0,-4.0,-4.0,AWAY_COVER,UNDER
2022_12_ATL_WAS,2022,12,2022-11-27,ATL,WAS,73.2,61.7,54.1,71.9,-7.600000000000001,-1.2999999999999972,6.300000000000004,3.5,40.5,13.0,19.0,6.0,6.0,HOME_COVER,UNDER
2022_12_LV_SEA,2022,12,2022-11-27,LV,SEA,73.0,64.2,69.4,65.1,5.200000000000003,-7.900000000000006,-13.100000000000009,4.0,47.5,40.0,34.0,-6.0,-6.0,AWAY_COVER,OVER
2022_12_LA_KC,2022,12,2022-11-27,LA,KC,62.0,73.6,67.1,75.3,-6.5,13.299999999999997,19.799999999999997,16.5,42.0,10.0,26.0,16.0,16.0,AWAY_COVER,UNDER
2022_12_NO_SF,2022,12,2022-11-27,NO,SF,61.7,74.4,67.0,76.4,-7.400000000000006,14.700000000000003,22.10000000000001,9.5,44.0,0.0,13.0,13.0,13.0,HOME_COVER,UNDER
2022_12_GB_PHI,2022,12,2022-11-27,GB,PHI,77.6,84.9,71.5,90.1,-13.400000000000006,12.5,25.900000000000006,6.5,46.0,33.0,40.0,7.0,7.0,HOME_COVER,OVER
2022_12_PIT_IND,2022,12,2022-11-28,PIT,IND,69.5,62.9,67.6,62.5,4.699999999999996,-7.0,-11.699999999999996,2.5,40.0,24.0,17.0,-7.0,-7.0,AWAY_COVER,OVER
2022_13_BUF_NE,2022,13,2022-12-01,BUF,NE,64.1,72.5,78.8,73.5,6.299999999999997,9.400000000000006,3.1000000000000085,-3.5,43.5,24.0,10.0,-14.0,-14.0,AWAY_COVER,UNDER
2022_13_PIT_ATL,2022,13,2022-12-04,PIT,ATL,69.5,73.2,67.6,54.1,-5.6000000000000085,-15.399999999999999,-9.79999999999999,-1.0,43.0,19.0,16.0,-3.0,-3.0,AWAY_COVER,UNDER
2022_13_GB_CHI,2022,13,2022-12-04,GB,CHI,77.6,68.2,71.5,52.2,3.299999999999997,-25.39999999999999,-28.69999999999999,-4.0,45.0,28.0,19.0,-9.0,-9.0,AWAY_COVER,OVER
2022_13_JAX_DET,2022,13,2022-12-04,JAX,DET,72.8,63.4,76.5,71.2,13.100000000000001,-1.5999999999999943,-14.699999999999996,1.0,51.5,14.0,40.0,26.0,26.0,HOME_COVER,OVER
2022_13_NYJ_MIN,2022,13,2022-12-04,NYJ,MIN,59.2,66.6,81.6,75.2,15.0,16.0,1.0,3.0,44.0,22.0,27.0,5.0,5.0,HOME_COVER,OVER
2022_13_WAS_NYG,2022,13,2022-12-04,WAS,NYG,61.7,62.0,71.9,68.8,9.900000000000006,7.099999999999994,-2.8000000000000114,-2.5,40.0,20.0,20.0,0.0,0.0,HOME_COVER,UNDER
2022_13_TEN_PHI,2022,13,2022-12-04,TEN,PHI,52.4,84.9,71.8,90.1,-13.100000000000009,37.699999999999996,50.800000000000004,5.0,44.5,10.0,35.0,25.0,25.0,HOME_COVER,OVER
2022_13_SEA_LA,2022,13,2022-12-04,SEA,LA,64.2,62.0,65.1,67.1,3.0999999999999943,2.8999999999999915,-0.20000000000000284,-7.0,41.0,27.0,23.0,-4.0,-4.0,HOME_COVER,OVER
2022_13_MIA_SF,2022,13,2022-12-04,MIA,SF,59.2,74.4,80.4,76.4,6.0,17.200000000000003,11.200000000000003,4.5,46.0,17.0,33.0,16.0,16.0,HOME_COVER,OVER
2022_13_KC_CIN,2022,13,2022-12-04,KC,CIN,73.6,56.1,75.3,70.8,19.199999999999996,-2.799999999999997,-21.999999999999993,-2.5,53.0,24.0,27.0,3.0,3.0,HOME_COVER,UNDER
2022_13_LAC_LV,2022,13,2022-12-04,LAC,LV,67.0,73.0,68.2,69.4,-4.799999999999997,2.4000000000000057,7.200000000000003,2.5,49.0,20.0,27.0,7.0,7.0,HOME_COVER,UNDER
2022_13_IND_DAL,2022,13,2022-12-04,IND,DAL,62.9,69.6,62.5,84.5,-7.099999999999994,21.6,28.699999999999996,11.0,44.5,19.0,54.0,35.0,35.0,HOME_COVER,OVER
2022_13_NO_TB,2022,13,2022-12-05,NO,TB,61.7,75.0,67.0,64.3,-8.0,2.5999999999999943,10.599999999999994,3.5,41.0,16.0,17.0,1.0,1.0,AWAY_COVER,UNDER
2022_14_LV_LA,2022,14,2022-12-08,LV,LA,73.0,62.0,69.4,67.1,7.400000000000006,-5.900000000000006,-13.300000000000011,-6.5,42.5,16.0,17.0,1.0,1.0,HOME_COVER,UNDER
2022_14_NYJ_BUF,2022,14,2022-12-11,NYJ,BUF,59.2,64.1,81.6,78.8,17.5,19.599999999999994,2.0999999999999943,10.0,43.5,12.0,20.0,8.0,8.0,AWAY_COVER,UNDER
2022_14_MIN_DET,2022,14,2022-12-11,MIN,DET,66.6,63.4,75.2,71.2,11.800000000000004,4.6000000000000085,-7.199999999999996,2.5,51.5,23.0,34.0,11.0,11.0,HOME_COVER,OVER
2022_14_PHI_NYG,2022,14,2022-12-11,PHI,NYG,84.9,62.0,90.1,68.8,28.099999999999994,-16.10000000000001,-44.2,-7.5,44.5,48.0,22.0,-26.0,-26.0,AWAY_COVER,OVER
2022_14_JAX_TEN,2022,14,2022-12-11,JAX,TEN,72.8,52.4,76.5,71.8,24.1,-1.0,-25.1,3.0,42.0,36.0,22.0,-14.0,-14.0,AWAY_COVER,OVER
2022_14_KC_DEN,2022,14,2022-12-11,KC,DEN,73.6,66.9,75.3,66.4,8.399999999999991,-7.199999999999989,-15.59999999999998,-8.5,44.5,34.0,28.0,-6.0,-6.0,HOME_COVER,OVER
2022_14_CAR_SEA,2022,14,2022-12-11,CAR,SEA,72.8,64.2,68.2,65.1,4.0,-7.700000000000003,-11.700000000000003,3.5,44.5,30.0,24.0,-6.0,-6.0,AWAY_COVER,OVER
2022_14_TB_SF,2022,14,2022-12-11,TB,SF,75.0,74.4,64.3,76.4,-10.100000000000009,1.4000000000000057,11.500000000000014,3.5,38.0,7.0,35.0,28.0,28.0,HOME_COVER,OVER
2022_14_MIA_LAC,2022,14,2022-12-11,MIA,LAC,59.2,67.0,80.4,68.2,13.400000000000006,9.0,-4.400000000000006,-3.0,54.5,17.0,23.0,6.0,6.0,HOME_COVER,UNDER
2022_15_SF_SEA,2022,15,2022-12-15,SF,SEA,74.4,64.2,76.4,65.1,12.200000000000003,-9.300000000000011,-21.500000000000014,-3.0,43.0,21.0,13.0,-8.0,-8.0,AWAY_COVER,UNDER
2022_15_IND_MIN,2022,15,2022-12-17,IND,MIN,62.9,66.6,62.5,75.2,-4.099999999999994,12.300000000000004,16.4,3.5,46.5,36.0,39.0,3.0,3.0,AWAY_COVER,OVER
2022_15_MIA_BUF,2022,15,2022-12-17,MIA,BUF,59.2,64.1,80.4,78.8,16.30000000000001,19.599999999999994,3.299999999999983,7.0,44.0,29.0,32.0,3.0,3.0,AWAY_COVER,OVER
2022_15_PIT_CAR,2022,15,2022-12-18,PIT,CAR,69.5,72.8,67.6,68.2,-5.200000000000003,-1.2999999999999972,3.9000000000000057,2.5,36.5,24.0,16.0,-8.0,-8.0,AWAY_COVER,OVER
2022_15_PHI_CHI,2022,15,2022-12-18,PHI,CHI,84.9,68.2,90.1,52.2,21.89999999999999,-32.7,-54.599999999999994,-8.5,48.0,25.0,20.0,-5.0,-5.0,HOME_COVER,UNDER
2022_15_DAL_JAX,2022,15,2022-12-18,DAL,JAX,69.6,72.8,84.5,76.5,11.700000000000003,6.900000000000006,-4.799999999999997,-4.0,48.5,34.0,40.0,6.0,6.0,HOME_COVER,OVER
2022_15_ATL_NO,2022,15,2022-12-18,ATL,NO,73.2,61.7,54.1,67.0,-7.600000000000001,-6.200000000000003,1.3999999999999986,5.0,43.5,18.0,21.0,3.0,3.0,AWAY_COVER,UNDER
2022_15_DET_NYJ,2022,15,2022-12-18,DET,NYJ,63.4,59.2,71.2,81.6,12.0,18.199999999999996,6.199999999999996,2.0,44.0,20.0,17.0,-3.0,-3.0,AWAY_COVER,UNDER
2022_15_NE_LV,2022,15,2022-12-18,NE,LV,72.5,73.0,73.5,69.4,0.5,-3.0999999999999943,-3.5999999999999943,1.0,45.0,24.0,30.0,6.0,6.0,HOME_COVER,OVER
2022_15_TEN_LAC,2022,15,2022-12-18,TEN,LAC,52.4,67.0,71.8,68.2,4.799999999999997,15.800000000000004,11.000000000000007,3.0,46.5,14.0,17.0,3.0,3.0,AWAY_COVER,UNDER
2022_15_CIN_TB,2022,15,2022-12-18,CIN,TB,56.1,75.0,70.8,64.3,-4.200000000000003,8.199999999999996,12.399999999999999,-3.5,47.0,34.0,23.0,-11.0,-11.0,AWAY_COVER,OVER
2022_15_NYG_WAS,2022,15,2022-12-18,NYG,WAS,62.0,61.7,68.8,71.9,7.099999999999994,9.900000000000006,2.8000000000000114,4.5,40.5,20.0,12.0,-8.0,-8.0,AWAY_COVER,UNDER
2022_15_LA_GB,2022,15,2022-12-19,LA,GB,62.0,77.6,67.1,71.5,-10.5,9.5,20.0,8.0,39.5,12.0,24.0,12.0,12.0,HOME_COVER,UNDER
2022_16_JAX_NYJ,2022,16,2022-12-22,JAX,NYJ,72.8,59.2,76.5,81.6,17.299999999999997,8.799999999999997,-8.5,2.5,36.5,19.0,3.0,-16.0,-16.0,AWAY_COVER,UNDER
2022_16_DET_CAR,2022,16,2022-12-24,DET,CAR,63.4,72.8,71.2,68.2,-1.5999999999999943,4.800000000000004,6.399999999999999,-2.5,43.5,23.0,37.0,14.0,14.0,HOME_COVER,OVER
2022_16_BUF_CHI,2022,16,2022-12-24,BUF,CHI,64.1,68.2,78.8,52.2,10.599999999999994,-11.899999999999991,-22.499999999999986,-8.0,40.0,35.0,13.0,-22.0,-22.0,AWAY_COVER,OVER
2022_16_SEA_KC,2022,16,2022-12-24,SEA,KC,64.2,73.6,65.1,75.3,-8.5,11.099999999999994,19.599999999999994,10.5,50.5,10.0,24.0,14.0,14.0,HOME_COVER,UNDER
2022_16_NYG_MIN,2022,16,2022-12-24,NYG,MIN,62.0,66.6,68.8,75.2,2.200000000000003,13.200000000000003,11.0,4.5,48.0,24.0,27.0,3.0,3.0,AWAY_COVER,OVER
2022_16_CIN_NE,2022,16,2022-12-24,CIN,NE,56.1,72.5,70.8,73.5,-1.7000000000000028,17.4,19.1,-3.0,42.0,22.0,18.0,-4.0,-4.0,AWAY_COVER,UNDER
2022_16_WAS_SF,2022,16,2022-12-24,WAS,SF,61.7,74.4,71.9,76.4,-2.5,14.700000000000003,17.200000000000003,6.5,37.5,20.0,37.0,17.0,17.0,HOME_COVER,OVER
2022_16_PHI_DAL,2022,16,2022-12-24,PHI,DAL,84.9,69.6,90.1,84.5,20.5,-0.4000000000000057,-20.900000000000006,4.0,48.0,34.0,40.0,6.0,6.0,HOME_COVER,OVER
2022_16_LV_PIT,2022,16,2022-12-24,LV,PIT,73.0,69.5,69.4,67.6,-0.09999999999999432,-5.400000000000006,-5.300000000000011,2.5,38.5,10.0,13.0,3.0,3.0,HOME_COVER,UNDER
2022_16_GB_MIA,2022,16,2022-12-25,GB,MIA,77.6,59.2,71.5,80.4,12.299999999999997,2.8000000000000114,-9.499999999999986,3.5,49.0,26.0,20.0,-6.0,-6.0,AWAY_COVER,UNDER
2022_16_DEN_LA,2022,16,2022-12-25,DEN,LA,66.9,62.0,66.4,67.1,4.400000000000006,0.19999999999998863,-4.200000000000017,-3.0,36.5,14.0,51.0,37.0,37.0,HOME_COVER,OVER
2022_16_LAC_IND,2022,16,2022-12-26,LAC,IND,67.0,62.9,68.2,62.5,5.300000000000004,-4.5,-9.800000000000004,-3.5,44.5,20.0,3.0,-17.0,-17.0,AWAY_COVER,UNDER
2022_17_DAL_TEN,2022,17,2022-12-29,DAL,TEN,69.6,52.4,84.5,71.8,32.1,2.200000000000003,-29.9,-14.0,41.0,27.0,13.0,-14.0,-14.0,AWAY_COVER,UNDER
2022_17_CHI_DET,2022,17,2023-01-01,CHI,DET,68.2,63.4,52.2,71.2,-11.199999999999996,3.0,14.199999999999996,4.5,52.5,10.0,41.0,31.0,31.0,HOME_COVER,UNDER
2022_17_DEN_KC,2022,17,2023-01-01,DEN,KC,66.9,73.6,66.4,75.3,-7.199999999999989,8.399999999999991,15.59999999999998,13.5,46.0,24.0,27.0,3.0,3.0,AWAY_COVER,OVER
2022_17_MIA_NE,2022,17,2023-01-01,MIA,NE,59.2,72.5,80.4,73.5,7.900000000000006,14.299999999999997,6.3999999999999915,3.0,41.5,21.0,23.0,2.0,2.0,AWAY_COVER,OVER
2022_17_IND_NYG,2022,17,2023-01-01,IND,NYG,62.9,62.0,62.5,68.8,0.5,5.899999999999999,5.399999999999999,5.5,38.5,10.0,38.0,28.0,28.0,HOME_COVER,OVER
2022_17_NO_PHI,2022,17,2023-01-01,NO,PHI,61.7,84.9,67.0,90.1,-17.900000000000006,28.39999999999999,46.3,5.5,41.5,20.0,10.0,-10.0,-10.0,AWAY_COVER,UNDER
2022_17_CAR_TB,2022,17,2023-01-01,CAR,TB,72.8,75.0,68.2,64.3,-6.799999999999997,-8.5,-1.7000000000000028,3.5,40.5,24.0,30.0,6.0,6.0,HOME_COVER,OVER
2022_17_SF_LV,2022,17,2023-01-01,SF,LV,74.4,73.0,76.4,69.4,3.4000000000000057,-5.0,-8.400000000000006,-10.0,41.5,37.0,34.0,-3.0,-3.0,HOME_COVER,OVER
2022_17_NYJ_SEA,2022,17,2023-01-01,NYJ,SEA,59.2,64.2,81.6,65.1,17.39999999999999,5.8999999999999915,-11.5,-1.0,43.0,6.0,23.0,17.0,17.0,HOME_COVER,UNDER
2022_17_MIN_GB,2022,17,2023-01-01,MIN,GB,66.6,77.6,75.2,71.5,-2.3999999999999915,4.900000000000006,7.299999999999997,3.0,47.5,17.0,41.0,24.0,24.0,HOME_COVER,OVER
2022_17_LA_LAC,2022,17,2023-01-01,LA,LAC,62.0,67.0,67.1,68.2,0.09999999999999432,6.200000000000003,6.1000000000000085,6.5,41.5,10.0,31.0,21.0,21.0,HOME_COVER,UNDER
2022_18_KC_LV,2022,18,2023-01-07,KC,LV,73.6,73.0,75.3,69.4,2.299999999999997,-4.199999999999989,-6.499999999999986,-9.0,51.5,31.0,13.0,-18.0,-18.0,AWAY_COVER,UNDER
2022_18_TEN_JAX,2022,18,2023-01-07,TEN,JAX,52.4,72.8,71.8,76.5,-1.0,24.1,25.1,6.0,39.5,16.0,20.0,4.0,4.0,AWAY_COVER,UNDER
2022_18_TB_ATL,2022,18,2023-01-08,TB,ATL,75.0,73.2,64.3,54.1,-8.900000000000006,-20.9,-11.999999999999993,6.0,40.5,17.0,30.0,13.0,13.0,HOME_COVER,OVER
2022_18_NE_BUF,2022,18,2023-01-08,NE,BUF,72.5,64.1,73.5,78.8,9.400000000000006,6.299999999999997,-3.1000000000000085,8.0,44.0,23.0,35.0,12.0,12.0,HOME_COVER,OVER
2022_18_MIN_CHI,2022,18,2023-01-08,MIN,CHI,66.6,68.2,75.2,52.2,7.0,-14.399999999999991,-21.39999999999999,-6.5,42.5,29.0,13.0,-16.0,-16.0,AWAY_COVER,UNDER
2022_18_NYJ_MIA,2022,18,2023-01-08,NYJ,MIA,59.2,59.2,81.6,80.4,22.39999999999999,21.200000000000003,-1.1999999999999886,3.5,37.5,6.0,11.0,5.0,5.0,HOME_COVER,UNDER
2022_18_CAR_NO,2022,18,2023-01-08,CAR,NO,72.8,61.7,68.2,67.0,6.5,-5.799999999999997,-12.299999999999997,3.5,41.5,10.0,7.0,-3.0,-3.0,AWAY_COVER,UNDER
2022_18_LAC_DEN,2022,18,2023-01-08,LAC,DEN,67.0,66.9,68.2,66.4,1.2999999999999972,-0.5999999999999943,-1.8999999999999915,6.0,38.5,28.0,31.0,3.0,3.0,AWAY_COVER,OVER
2022_18_NYG_PHI,2022,18,2023-01-08,NYG,PHI,62.0,84.9,68.8,90.1,-16.10000000000001,28.099999999999994,44.2,16.5,42.5,16.0,22.0,6.0,6.0,AWAY_COVER,UNDER
2022_18_LA_SEA,2022,18,2023-01-08,LA,SEA,62.0,64.2,67.1,65.1,2.8999999999999915,3.0999999999999943,0.20000000000000284,5.5,41.5,16.0,19.0,3.0,3.0,AWAY_COVER,UNDER
2022_18_DAL_WAS,2022,18,2023-01-08,DAL,WAS,69.6,61.7,84.5,71.9,22.799999999999997,2.3000000000000114,-20.499999999999986,-7.5,40.5,6.0,26.0,20.0,20.0,HOME_COVER,UNDER
2022_18_DET_GB,2022,18,2023-01-08,DET,GB,63.4,77.6,71.2,71.5,-6.3999999999999915,8.100000000000001,14.499999999999993,5.5,49.0,20.0,16.0,-4.0,-4.0,AWAY_COVER,UNDER
