posteam,season,week,off_yards_per_play,off_yards_per_pass_attempt,def_yards_per_play_allowed,def_yards_per_pass_allowed
PHI,2024,6,6.4827585,9.846154,4.6037736,5.2
PHI,2024,7,5.3125,3.9565217,2.2037036,1.7179487
PHI,2024,8,6.7288136,11.571428,4.9298244,5.95
PHI,2024,9,6.150685,7.529412,4.230769,4.5135136
PHI,2024,10,5.453125,6.9,2.607143,1.53125
PHI,2024,11,6.304348,6.647059,4.15625,4.7
PHI,2024,12,7.318182,7.269231,4.8333335,4.9534883
PHI,2024,13,4.8846154,5.3333335,5.2394366,6.3636365
PHI,2024,14,5.267857,4.821429,4.4558825,5.219512
PHI,2024,15,5.4324327,7.4210525,3.9756098,4.5384617
PHI,2024,16,4.7605634,4.5405407,5.78125,6.7777777
PHI,2024,17,6.40678,10.368421,4.4666667,4.580645
PHI,2024,18,4.5373135,5.860465,4.4074073,4.7586207
PHI,2024,19,5.196429,5.375,5.1355934,5.7222223
PHI,2024,20,5.85,2.8666666,5.742857,5.92
PHI,2024,21,7.1076922,7.483871,4.455696,4.8965516
PHI,2024,22,5.2089553,9.0,5.4313726,5.75
PHI,2025,1,5.1694913,6.2727275,5.581818,5.617647
PHI,2025,2,3.892857,4.2,5.1578946,6.2894735
PHI,2025,3,4.5873017,5.368421,5.476923,5.7647057
PHI,2025,4,3.4482758,5.129032,5.6119404,6.627907
PHI,2025,5,5.611111,5.8,5.0704226,5.681818
PHI,2025,6,6.053571,7.3157897,5.75,7.151515
PHI,2025,7,7.625,12.153846,5.776119,7.0869565
PHI,2025,8,7.9444447,6.3333335,5.0408163,6.032258
PIT,2022,1,4.5423727,5.05,4.568421,5.242424
PIT,2022,2,4.1525426,4.236842,6.111111,6.9210525
PIT,2022,3,5.6,6.181818,5.2957745,6.212121
PIT,2022,4,4.95,5.787879,5.19403,6.625
PIT,2022,5,5.0555553,5.714286,10.882353,12.153846
PIT,2022,6,4.6271186,6.147059,4.470588,5.452381
PIT,2022,7,5.0147057,5.5416665,6.114754,7.2894735
PIT,2022,8,4.3142858,3.72549,7.730769,8.588235
PIT,2022,10,4.8846154,5.15,4.133333,5.096774
PIT,2022,11,5.1617646,5.659091,6.5079365,8.285714
PIT,2022,12,4.880597,5.0,4.677419,5.1282053
PIT,2022,13,5.5,6.967742,5.773585,6.4
PIT,2022,14,6.207547,8.0,5.5263157,5.173913
PIT,2022,15,4.8656716,7.347826,4.9761906,7.0740743
PIT,2022,16,5.3030305,6.25,3.8653846,4.457143
PIT,2022,17,5.1911764,5.275862,4.897959,5.7083335
PIT,2022,18,4.9264708,6.0,5.385965,5.375
PIT,2023,1,3.9833333,3.9607842,6.2539682,6.5882354
PIT,2023,2,5.0588236,6.25,4.9638553,4.734694
PIT,2023,3,5.661017,7.9333334,5.352941,6.04
PIT,2023,4,4.017857,3.71875,6.7313433,10.548388
PIT,2023,5,4.8688526,5.5135136,5.0,5.0
PIT,2023,7,5.8846154,7.714286,5.6507936,6.939394
PIT,2023,8,4.142857,4.4693875,5.742424,7.8055553
PIT,2023,9,5.5423727,5.3333335,5.074627,5.5
PIT,2023,10,5.4,5.1538463,6.234375,7.0
PIT,2023,11,4.464286,2.6060605,3.6478872,4.0
PIT,2023,12,6.523077,7.4594593,5.575,6.46875
PIT,2023,13,5.5789475,6.5333333,4.75,5.5185184
PIT,2023,14,4.0454545,4.883721,5.509091,7.34375
PIT,2023,15,4.0,4.733333,5.828125,6.34375
PIT,2023,16,6.8448277,10.034483,5.967742,6.7608695
PIT,2023,17,6.7,10.307693,7.5306125,8.486486
PIT,2023,18,4.7540984,5.826087,4.017857,4.0263157
PIT,2023,19,5.225806,5.707317,5.707692,7.3235292
PIT,2024,1,4.090909,5.4666667,4.612245,5.0740743
PIT,2024,2,4.327586,5.269231,5.267857,6.1025643
PIT,2024,3,5.5238094,6.742857,3.6888888,4.2
PIT,2024,4,6.029851,7.268293,5.698413,6.939394
PIT,2024,5,3.9649122,4.322581,5.9333334,7.5333333
PIT,2024,6,4.836066,4.3939395,4.508197,5.1904764
PIT,2024,7,6.1969695,8.419354,5.803571,6.609756
PIT,2024,8,7.0,8.1875,5.7941175,5.409091
PIT,2024,10,4.375,5.3939395,4.101695,4.918919
PIT,2024,11,4.236111,4.487805,6.111111,5.6944447
PIT,2024,12,5.4117646,7.3714285,5.368421,7.193548
PIT,2024,13,8.15625,10.121951,6.5789475,6.6136365
PIT,2024,14,4.483333,5.4827585,4.347826,4.4666667
PIT,2024,15,3.9756098,4.5384617,5.4324327,7.4210525
PIT,2024,16,5.338983,6.027027,7.1355934,8.24
PIT,2024,17,4.9863014,4.5208335,6.59322,8.3
PIT,2024,18,3.3275862,3.6216216,4.5,4.92
PIT,2024,19,6.3863635,7.1666665,6.642857,7.6
PIT,2025,1,5.1320753,6.4117646,6.15625,8.576923
PIT,2025,2,4.483333,5.0,6.171875,7.9428573
PIT,2025,3,4.4565215,5.9166665,5.197183,6.212766
PIT,2025,4,6.1764708,7.68,5.1944447,5.851852
PIT,2025,6,6.090909,7.612903,3.3066666,3.1551723
PIT,2025,7,7.3333335,7.285714,6.9710145,6.6938777
PIT,2025,8,5.086207,5.05,7.2539682,9.526316
PIT,2025,9,3.7666667,4.820513,5.0410957,5.7090907
SEA,2022,1,5.5652175,6.16129,6.765625,7.3777776
SEA,2022,2,4.5957446,5.4545455,5.3285713,7.36
SEA,2022,3,6.0869565,6.695652,7.4615383,8.6
SEA,2022,4,9.131147,10.9375,7.7058825,8.790698
SEA,2022,5,7.92,8.354838,6.3428574,7.703704
SEA,2022,6,4.4848485,5.0526314,4.4366198,4.5957446
SEA,2022,7,6.655738,6.6666665,4.768116,5.2280703
SEA,2022,8,4.557377,5.292683,3.515625,4.1025643
SEA,2022,9,6.220588,7.5263157,4.295082,4.409091
SEA,2022,10,5.54902,6.487805,6.2058825,8.6
SEA,2022,12,6.016129,7.8809524,7.4805193,7.769231
SEA,2022,13,6.859375,8.0,5.0634923,4.8
SEA,2022,14,5.4150944,6.214286,4.633803,4.785714
SEA,2022,15,4.5409837,4.6875,6.62069,7.571429
SEA,2022,16,4.5616436,4.8636365,5.8235292,7.354839
SEA,2022,17,4.8732395,4.3428574,4.1641793,4.08
SEA,2022,18,5.826087,6.918919,4.6551723,4.15625
SEA,2022,19,5.1875,6.1190476,7.9375,10.272727
SEA,2023,1,3.9130435,3.4827585,5.4615383,8.794871
SEA,2023,2,5.9545455,7.5227275,6.53125,8.540541
SEA,2023,3,6.3382354,7.205128,5.04,5.548387
SEA,2023,4,5.509804,5.8965516,3.3513513,3.745098
SEA,2023,6,5.4857144,6.5416665,4.1346154,4.4358974
SEA,2023,7,5.714286,7.607143,3.952381,3.2564104
SEA,2023,8,6.7222223,6.5263157,5.216216,6.5405407
SEA,2023,9,3.3043478,3.878788,7.1805553,6.7297297
SEA,2023,10,6.6986303,7.9583335,5.836066,6.12766
SEA,2023,11,4.7868853,5.4390244,4.637931,5.6969695
SEA,2023,12,4.0740743,4.3428574,6.015873,6.3939395
SEA,2023,13,6.4444447,8.071428,5.3076925,6.0425534
SEA,2023,14,5.785714,6.6410255,10.153846,11.67742
SEA,2023,15,5.1551723,5.6285715,4.652174,5.2972975
SEA,2023,16,4.6271186,5.425,4.5555553,4.7647057
SEA,2023,17,7.5306125,8.486486,6.7,10.307693
SEA,2023,18,6.0925927,7.0,6.753623,9.15625
SEA,2024,1,5.3103447,6.62069,3.347826,3.4081633
SEA,2024,2,5.609375,6.744681,4.6969695,4.09375
SEA,2024,3,6.413793,7.2972975,3.6607144,3.7435896
SEA,2024,4,6.531646,6.4603176,8.145833,12.409091
SEA,2024,5,5.7413793,5.9411764,6.0285716,6.4358974
SEA,2024,6,4.9722223,5.8846154,7.9344263,8.870968
SEA,2024,7,6.053571,7.6060605,5.285714,5.4871793
SEA,2024,8,5.0869565,7.0,6.787879,7.756757
SEA,2024,9,5.821918,7.6976743,5.382353,6.7727275
SEA,2024,11,4.898305,5.894737,4.859649,5.3142858
SEA,2024,12,4.8644066,6.0540543,5.321429,5.9302325
SEA,2024,13,4.642857,5.0857143,4.209677,4.1904764
SEA,2024,14,6.704918,7.766667,5.698413,6.0
SEA,2024,15,3.7142856,3.2142856,6.0491805,8.321428
SEA,2024,16,6.016667,6.7391305,5.101695,5.775
SEA,2024,17,5.32,5.821429,3.086207,2.6578948
SEA,2024,18,6.3584905,7.0,6.1060605,7.0434785
SEA,2025,1,4.6938777,6.2916665,5.5142856,7.282051
SEA,2025,2,6.171875,7.9428573,4.483333,5.0
SEA,2025,3,6.056604,11.095238,4.0571427,4.7777777
SEA,2025,4,6.0,8.433333,3.953125,3.9607842
SEA,2025,5,8.574074,10.029411,7.3965516,9.948718
SEA,2025,6,6.8627453,10.068966,4.029412,4.4
SEA,2025,7,4.8923078,5.742857,3.6285715,4.0545454
SF,2022,1,4.9402986,5.0,3.8867924,5.7826085
SF,2022,2,5.3285713,7.36,4.5957446,5.4545455
SF,2022,3,5.1346154,5.4242425,3.8823528,4.390244
SF,2022,4,6.6734695,8.642858,3.5205479,3.642857
SF,2022,5,6.762712,7.625,4.6666665,5.0833335
SF,2022,6,6.0701756,7.1904764,5.160714,8.0
SF,2022,7,6.267606,6.6153846,9.672728,11.27027
SF,2022,8,7.076923,8.862069,4.090909,4.6666665
SF,2022,10,5.6231885,7.733333,4.25,4.7674417
SF,2022,11,7.072727,7.862069,4.4225354,5.1836734
SF,2022,12,4.9076924,5.8157897,4.90566,6.2285714
SF,2022,13,4.6578946,5.111111,6.8444443,7.4324327
SF,2022,14,6.9827585,8.208333,4.4246573,4.535714
SF,2022,15,6.62069,7.571429,4.5409837,4.6875
SF,2022,16,7.27451,8.615385,4.9857144,7.2972975
SF,2022,17,7.616667,8.114285,7.5757575,10.368421
SF,2022,18,5.0983605,6.0384617,5.2244897,6.548387
SF,2022,19,7.9375,10.272727,5.1875,6.1190476
SF,2022,20,4.952381,6.2727275,4.7,5.525
SF,2022,21,3.6444445,3.952381,3.985294,4.740741
SF,2023,1,6.2539682,6.5882354,3.9833333,3.9607842
SF,2023,2,6.759259,7.923077,5.012987,5.322034
SF,2023,3,5.92,7.6923075,3.1914895,3.3243244
SF,2023,4,7.7843137,12.318182,5.3235292,6.1702127
SF,2023,5,6.3939395,9.653846,4.1458335,4.6666665
SF,2023,6,4.075472,3.7333333,4.8550725,4.7297297
SF,2023,7,6.392157,8.6875,7.078125,8.590909
SF,2023,8,8.214286,10.358974,6.5737705,7.8157897
SF,2023,10,7.7192984,9.766666,4.0925927,4.3333335
SF,2023,11,7.4035087,10.354838,4.3636365,4.48
SF,2023,12,6.015873,6.3939395,4.0740743,4.3428574
SF,2023,13,8.160714,10.533334,4.757143,5.4736843
SF,2023,14,10.153846,11.67742,5.785714,6.6410255
SF,2023,15,8.0,9.703704,5.972603,4.8913045
SF,2023,16,6.3088236,6.2156863,5.548387,7.179487
SF,2023,17,6.212121,7.6,5.2325583,5.62069
SF,2023,18,5.263158,6.0333333,4.209677,5.225806
SF,2023,20,5.7580647,6.219512,5.370968,5.5277777
SF,2023,21,6.515625,8.611111,6.138889,6.0465117
SF,2023,22,5.4714284,6.785714,5.759494,6.5636363
SF,2024,1,5.826087,7.030303,5.34,6.40625
SF,2024,2,5.9104476,6.9545455,7.9411764,9.387096
SF,2024,3,6.5384617,8.552631,5.3818183,6.827586
SF,2024,4,7.322034,9.833333,3.435484,3.6153846
SF,2024,5,6.095238,6.4390244,6.482143,6.212121
SF,2024,6,7.9344263,8.870968,4.9722223,5.8846154
SF,2024,7,5.4385967,6.131579,5.0151515,5.8125
SF,2024,8,7.4603176,9.0,5.051724,5.9
SF,2024,10,7.016949,8.682927,3.7068965,3.375
SF,2024,11,4.859649,5.3142858,4.898305,5.894737
SF,2024,12,5.2608695,6.34375,4.850746,6.24
SF,2024,13,5.195652,4.285714,7.075472,8.421053
SF,2024,14,7.55,11.642858,3.0566037,3.3235295
SF,2024,15,3.6037736,3.764706,4.646154,6.107143
SF,2024,16,6.338983,7.2045455,6.0634923,6.3235292
SF,2024,17,8.050847,9.674418,6.626866,7.810811
SF,2024,18,6.1549296,6.652174,6.2380953,6.9722223
SF,2025,1,5.5142856,7.282051,4.6938777,6.2916665
SF,2025,2,5.421875,6.6666665,4.5820894,5.0
SF,2025,3,5.9333334,6.878049,4.0625,4.525
SF,2025,4,6.109375,7.780488,5.5,5.5
SF,2025,5,4.9634147,6.7959185,7.2380953,8.042553
SF,2025,6,5.4179106,6.4680853,7.06,10.52
SF,2025,7,5.09375,5.642857,4.866667,5.6190476
SF,2025,8,5.0,5.4054055,6.418919,8.166667
SF,2025,9,6.0634923,8.0,5.285714,5.6153846
TB,2022,1,5.8,6.724138,3.8888888,3.7608695
TB,2022,2,4.15873,5.3714285,4.6666665,4.4680853
TB,2022,3,4.8474574,5.4565215,5.266667,6.888889
TB,2022,4,6.3728814,7.037736,5.4155846,5.883721
TB,2022,5,5.821918,6.6603775,4.2419353,4.142857
TB,2022,6,4.470588,5.452381,4.6271186,6.147059
TB,2022,7,4.878788,5.4313726,6.86,7.3913045
TB,2022,8,5.629032,6.510638,6.4084506,5.5238094
TB,2022,9,4.1410255,4.6896553,3.8333333,4.451613
TB,2022,10,6.2058825,8.6,5.54902,6.487805
TB,2022,12,4.9242425,4.978261,4.8933334,4.7674417
TB,2022,13,4.743243,4.981818,5.321429,7.28125
TB,2022,14,4.4246573,4.535714,6.9827585,8.208333
TB,2022,15,5.5774646,6.489362,3.9508197,4.5581393
TB,2022,16,5.155844,5.8541665,4.452055,4.3541665
TB,2022,17,6.4,8.26,6.779661,8.871795
TB,2022,18,4.111111,4.0,5.7014923,6.382353
TB,2022,19,4.731707,4.8,6.358209,8.540541
TB,2023,1,3.7692308,4.6578946,5.857143,7.06383
TB,2023,2,6.651515,8.842105,4.627451,4.7222223
TB,2023,3,3.911111,4.724138,6.051282,7.0
TB,2023,4,5.476923,6.825,3.3,3.0465117
TB,2023,6,4.648148,5.275,5.602941,7.1666665
TB,2023,7,5.15625,6.2391305,6.265625,9.607142
TB,2023,8,4.870968,5.0625,6.3880596,7.3333335
TB,2023,9,5.269841,7.5588236,7.78125,9.844444
TB,2023,10,5.6833334,8.058824,3.542373,3.8837209
TB,2023,11,4.3636365,4.48,7.4035087,10.354838
TB,2023,12,5.321429,4.9210525,5.7246375,5.4666667
TB,2023,13,5.785714,6.4666667,4.0571427,4.257143
TB,2023,14,4.328358,4.645161,6.3188405,7.8444443
TB,2023,15,7.827586,10.69697,5.6491227,6.365854
TB,2023,16,4.8285713,7.0,4.84127,5.611111
TB,2023,17,7.0,8.111111,4.671642,5.7714286
TB,2023,18,3.7704918,3.3513513,3.98,4.0
TB,2023,19,6.173913,7.6904764,5.111111,6.1282053
TB,2023,20,6.6885247,6.9583335,5.8955226,6.173913
TB,2024,1,6.677966,8.8529415,5.375,7.0
TB,2024,2,4.7173915,6.296296,5.6463413,5.7719297
TB,2024,3,3.982143,3.3,5.6190476,6.3076925
TB,2024,4,6.109589,6.88,4.1454544,3.2702703
TB,2024,5,6.68,7.2,6.962025,7.819672
TB,2024,6,8.136987,8.439024,4.590909,5.1875
TB,2024,7,6.126582,7.0555553,9.407408,11.037037
TB,2024,8,6.1857142,6.8,6.5666666,8.6875
TB,2024,9,5.4615383,5.75,4.626506,5.38
TB,2024,10,3.7068965,3.375,7.016949,8.682927
TB,2024,12,7.274194,9.8125,4.4727273,5.0
TB,2024,13,5.881579,5.6153846,5.397059,6.12
TB,2024,14,7.118644,8.0,4.5555553,4.9268293
TB,2024,15,7.552239,10.266666,4.2916665,4.7027025
TB,2024,16,5.857143,6.36,6.056604,7.9444447
TB,2024,17,7.7887325,10.028571,4.4347825,4.9428573
TB,2024,18,6.285714,7.3,4.6349206,5.311111
TB,2024,19,6.4545455,8.869565,5.2985077,7.325
TB,2025,1,4.7454543,5.3783784,5.1285715,6.617021
TB,2025,2,4.9315066,4.869565,5.7826085,6.7419353
TB,2025,3,5.5238094,8.181818,4.3934426,4.7173915
TB,2025,4,5.6119404,6.627907,3.4482758,5.129032
TB,2025,5,7.3965516,9.948718,8.574074,10.029411
TB,2025,6,7.06,10.52,5.4179106,6.4680853
TB,2025,7,3.8181818,3.8181818,5.830769,6.5
TB,2025,8,3.7857144,4.5925927,3.9285715,4.133333
TEN,2022,1,6.084746,8.088235,6.6,5.709677
TEN,2022,2,3.528302,4.285714,6.6031747,7.6904764
TEN,2022,3,6.8490567,9.0,6.0,6.4693875
TEN,2022,4,5.020408,4.923077,5.7936506,8.02439
TEN,2022,5,3.887097,4.419355,6.7719297,8.255814
TEN,2022,7,4.6545453,5.2727275,4.5625,4.7708335
TEN,2022,8,6.2280703,3.2,3.24,3.6285715
TEN,2022,9,4.893617,3.0,5.445652,6.217949
TEN,2022,10,5.116667,6.7105265,4.361111,5.244898
TEN,2022,11,6.7377048,10.0,4.55,5.292683
TEN,2022,12,6.142857,7.8378377,6.096774,7.1904764
TEN,2022,13,3.9433963,4.457143,6.761194,8.976745
TEN,2022,14,5.8095236,5.4444447,6.402985,8.522727
TEN,2022,15,5.089286,5.1875,5.447761,6.7674417
TEN,2022,16,4.6896553,3.5714285,4.5396824,6.2222223
TEN,2022,17,4.876923,5.404762,4.8783784,6.4772725
TEN,2022,18,4.3333335,5.1714287,5.022222,6.151515
TEN,2023,1,4.8305087,4.65,5.709677,7.605263
TEN,2023,2,5.4126983,6.8965516,5.212121,6.288889
TEN,2023,3,2.088889,2.2666667,5.0895524,7.216216
TEN,2023,4,6.5737705,7.677419,4.24,4.0285716
TEN,2023,5,6.232143,7.5555553,7.1666665,8.5
TEN,2023,6,5.0652175,4.0333333,5.231884,6.6486487
TEN,2023,8,5.90625,7.21875,5.276923,5.116279
TEN,2023,9,5.074627,5.5,5.5423727,5.3333335
TEN,2023,10,3.542373,3.8837209,5.6833334,8.058824
TEN,2023,11,6.5833335,7.35,5.637681,7.857143
TEN,2023,12,5.4489794,6.571429,3.8507462,4.868421
TEN,2023,13,4.775,5.25,5.279412,6.375
TEN,2023,14,5.970588,8.047619,5.304348,5.4390244
TEN,2023,15,3.2380953,4.5,4.7222223,4.8
TEN,2023,16,4.5555553,4.7647057,4.6271186,5.425
TEN,2023,17,3.528302,4.1875,5.114754,6.029412
TEN,2023,18,6.3461537,5.2413793,5.4848485,6.4444447
TEN,2024,1,4.0,3.2894738,2.9230769,2.4117646
TEN,2024,2,5.0,5.885714,4.836364,5.030303
TEN,2024,3,4.4716983,4.8863635,6.40678,8.88
TEN,2024,4,4.0,4.7727275,3.3454545,3.6666667
TEN,2024,6,4.3818183,3.6666667,4.0757575,4.8717947
TEN,2024,7,4.378788,4.837209,7.203704,9.2
TEN,2024,8,5.8591547,6.785714,4.787234,2.652174
TEN,2024,9,5.479452,6.9166665,4.609375,5.490196
TEN,2024,10,5.6666665,5.4848485,5.6545453,8.391304
TEN,2024,11,5.3454547,7.1842103,4.8333335,6.756757
TEN,2024,12,5.796875,7.0285716,4.814815,5.95
TEN,2024,13,4.8039217,5.25,6.105263,5.8157897
TEN,2024,14,4.387097,4.2941175,5.140351,6.617647
TEN,2024,15,5.84375,7.769231,5.873016,7.2702703
TEN,2024,16,5.37931,6.675676,7.387097,9.571428
TEN,2024,17,5.265625,5.263158,5.285714,7.269231
TEN,2024,18,5.180328,7.870968,6.5789475,5.866667
TEN,2025,1,2.418182,1.8235294,4.6231885,4.2093024
TEN,2025,2,3.9375,3.6585367,7.8070173,8.529411
TEN,2025,3,4.3384614,4.6222224,7.36,9.148149
TEN,2025,4,3.8888888,3.9655173,5.348485,7.0
TEN,2025,5,5.491803,5.9761906,5.625,5.5945945
TEN,2025,6,3.8793104,3.7209303,4.240741,6.32
TEN,2025,7,5.0,5.5384617,6.274194,7.611111
TEN,2025,8,5.1666665,5.595238,8.076923,7.4
TEN,2025,9,4.681818,4.769231,5.375,6.6410255
WAS,2022,1,5.710145,6.8297873,6.0793653,5.7826085
WAS,2022,2,5.3783784,6.0545454,7.237288,6.324324
WAS,2022,3,3.2,3.125,6.1060605,8.317073
WAS,2022,4,4.183099,3.5555556,4.894737,7.6896553
WAS,2022,5,6.7719297,8.255814,3.887097,4.419355
WAS,2022,6,3.9629629,3.3076923,5.6666665,5.714286
WAS,2022,7,5.0555553,5.8,5.0434785,5.7058825
WAS,2022,8,5.9344263,7.736842,6.1320753,7.214286
WAS,2022,9,4.4,4.2352943,4.6307693,5.6976743
WAS,2022,10,4.337662,5.903226,5.617021,6.107143
WAS,2022,11,5.1343284,6.964286,2.8113208,3.375
WAS,2022,12,5.338983,6.0,6.0363636,6.3461537
WAS,2022,13,5.0864196,5.382979,5.112903,6.0789475
WAS,2022,15,6.672414,7.181818,4.9322033,5.2647057
WAS,2022,16,4.9857144,7.2972975,7.27451,8.615385
WAS,2022,17,3.8235295,4.0,6.08,6.52
WAS,2022,18,5.0,7.4,2.7575758,3.0952382
WAS,2023,1,3.8153846,4.282051,3.6206896,3.4545455
WAS,2023,2,5.8208957,6.2,6.435484,7.5
WAS,2023,3,4.509804,3.6666667,6.15873,7.542857
WAS,2023,4,4.9324327,5.72549,6.132353,7.75
WAS,2023,5,5.7352943,6.196721,7.046875,8.545455
WAS,2023,6,4.0625,4.206897,5.088608,6.1568627
WAS,2023,7,4.074627,4.244898,5.806452,7.2222223
WAS,2023,8,6.8405795,7.2181816,6.25,7.8536587
WAS,2023,9,5.6973686,6.627451,5.306452,4.8913045
WAS,2023,10,5.836066,6.12766,6.6986303,7.9583335
WAS,2023,11,5.246753,5.0961537,5.4074073,5.7777777
WAS,2023,12,5.0133333,5.714286,8.490196,10.088235
WAS,2023,13,4.490909,4.3,6.881356,11.32
WAS,2023,15,5.12069,6.0731707,6.0405407,6.783784
WAS,2023,16,4.224138,4.135135,4.4823527,4.5686274
WAS,2023,17,5.2325583,5.62069,6.212121,7.6
WAS,2023,18,3.7708333,4.060606,6.3768115,7.725
WAS,2024,1,5.375,7.0,6.677966,8.8529415
WAS,2024,2,6.373134,6.394737,5.735849,5.65625
WAS,2024,3,6.509091,9.033334,7.147541,7.5238094
WAS,2024,4,6.632353,7.1621623,5.1034484,4.3703704
WAS,2024,5,6.6769233,7.9444447,3.5932202,3.128205
WAS,2024,6,5.446429,6.547619,7.714286,10.433333
WAS,2024,7,6.9508195,8.0,4.3095236,4.2380953
WAS,2024,8,6.6805553,7.847826,5.0655737,4.121212
WAS,2024,9,6.3157897,9.52,5.344262,5.580645
WAS,2024,10,4.101695,4.918919,4.375,5.3939395
WAS,2024,11,4.15625,4.7,6.304348,6.647059
WAS,2024,12,6.1791043,6.7906976,5.442623,7.1764708
WAS,2024,13,6.105263,5.8157897,4.8039217,5.25
WAS,2024,15,4.4054055,5.2,4.8039217,5.0833335
WAS,2024,16,5.78125,6.7777777,4.7605634,4.5405407
WAS,2024,17,5.4342103,5.5833335,5.616667,5.631579
WAS,2024,18,5.0,4.5,5.04,6.3783784
WAS,2024,19,5.2985077,7.325,6.4545455,8.869565
WAS,2024,20,6.802817,9.162162,8.015385,7.604651
WAS,2024,21,4.455696,4.8965516,7.1076922,7.483871
WAS,2025,1,7.016129,6.7297297,3.7258065,4.3777776
WAS,2025,2,3.59375,3.8431373,6.655738,8.323529
WAS,2025,3,7.5471697,9.136364,5.5625,7.5142856
WAS,2025,4,5.8039217,5.7,7.180328,11.142858
WAS,2025,5,7.203704,8.580646,5.3492064,5.974359
WAS,2025,6,5.59322,7.4,6.4915257,7.0588236
WAS,2025,7,5.34375,5.925,6.8333335,8.030303
WAS,2025,8,5.0,6.0,6.560606,7.875
